Homo_sapiens,Gorilla_gorilla,Pan_paniscus
NM_002228,XM_004025880,XM_003824222
XM_024448176,XM_019034386,XM_008977975
NM_015888,XM_004025882,XM_008977980
NM_152377,XM_004025885,XM_003824230
NM_001145512,XM_004025889,XM_008961346
NM_032027,XM_004025893,XM_003809163
XM_011540463,XM_019034391,XM_008961340
NM_019079,XM_019019131,XM_008961338
XM_011540843,XM_019019134,XM_003809158
NM_003368,XM_004025899,XM_003809156
XM_011542326,XM_019019139,XM_008961329
NM_014495,XM_004025902,XM_003809154
XM_024450414,XM_019019202,XM_024925680
NM_012183,XM_019034402,
NM_013339,XM_019019224,XM_008961328
XM_024446041,XM_019019218,XM_008961322
XM_006710976,XM_004025906,XM_008961324
NM_001172818,XM_004025907,XM_003809143
NM_005012,XM_019034412,XM_008958943
XM_011540764,XM_019019265,XM_003806932
NM_020925,XM_019019281,XM_003806933
XM_006710738,XM_019019304,XM_014345572
NM_002227,XM_019019296,XM_008958944
NM_203464,XM_004025918,XM_003806936
NM_001256864,XM_019019347,XM_008958946
NM_001198681,XM_019019374,XM_014345573
NM_002303,XM_019034415,XM_014345576
NM_002600,XM_004025928,XM_003806943
XM_017002506,XM_019019402,XM_008958959
XM_017000566,XM_004025933,XM_003806947
NM_005478,XM_004025934,XM_003806948
NM_024763,XM_019019004,XM_003806952
NM_001350530,XM_019019455,XM_014345581
XM_011541070,XM_019019478,XM_008958986
XM_017001276,XM_019036511,XM_003806955
XM_011540791,XM_019021105,XM_003806954
XM_011541383,XM_004025939,XM_003806963
NM_001018067,XM_004025943,XM_003806960
NM_001924,XM_004025945,XM_003807870
XM_024448405,XM_019019594,XM_024926387
NM_004675,XM_019019553,XM_003807871
XM_011542191,XM_019019532,XM_014345668
NM_000329,XM_004025957,XM_003807877
NM_001114120,XM_019019635,XM_003807878
XM_017001886,XM_004025963,XM_003830613
NM_017768,XM_004025964,XM_003830608
XM_024450905,XM_019019687,XM_008956045
NM_030816,XM_019019725,XM_003830607
XM_011540547,XM_019034438,XM_014345707
NM_001902,XM_019019740,XM_003830604
NM_198718,XM_004025978,XM_003830597
NM_203350,XM_004025971,XM_003830602
NM_173808,XM_004025980,XM_003830589
NM_001105659,XM_004025981,XM_003830588
NM_003838,XM_004025982,XM_008956037
NM_015978,XM_004025984,XM_003830586
XM_017000274,XM_004025985,XM_003830584
XM_011540747,XM_019019874,XM_008956035
XM_006710347,XM_019019891,XM_003830582
XM_017001317,XM_004025989,XM_003830578
XM_017000607,XM_019019898,XM_003830577
NM_001286043,XM_019019925,XM_008956032
NM_004582,XM_004025994,XM_008956027
NM_002440,XM_019037482,XM_003830571
NM_080868,XM_004025998,XM_008956026
XM_017000937,XM_004026000,XM_003807792
NM_030965,XM_004026004,XM_003807791
NM_005482,XM_004026005,XM_003807789
NM_174858,XM_004026008,XM_003807785
XM_005270726,XM_019020065,XM_008959929
NM_015017,XM_019020077,XM_003807784
NM_001270384,XM_004026010,XM_008959924
XM_005271322,XM_019020129,XM_003807779
XM_017002739,XM_019020164,XM_024927038
NM_007034,XM_019020247,XM_008959921
NM_017655,XM_004026014,XM_003807780
NM_000959,XM_004026020,XM_003807774
XM_024452685,XM_004026023,XM_008959911
XM_011540516,XM_004026024,XM_008959910
NM_022159,XM_004026025,XM_003817342
XM_017000784,XM_019017348,XM_014345834
NM_024686,XM_019021637,XM_003805274
NM_182948,XM_004026034,XM_014345898
XM_017000377,XM_004026044,XM_008969397
NM_021233,XM_004026047,XM_003805278
NM_025065,XM_004026048,XM_003805279
NM_005274,XM_019022923,XM_003805282
XM_024446289,XM_019034490,XM_003805281
NM_004388,XM_004026053,XM_003805280
XM_017000234,XM_004026055,XM_014345910
XM_024446127,XM_004026056,XM_014345861
NM_153259,XM_004026057,XM_003805288
XM_011541739,XM_019016206,XM_014345862
NM_145172,XM_019034493,XM_003805290
XM_017002483,XM_004026062,XM_003805292
XM_024453363,XM_004026063,XM_003805293
XM_011542397,XM_004026065,XM_003805295
NM_012137,XM_004026068,XM_014345894
NM_001554,XM_004026066,XM_003805296
NM_017953,XM_004026070,XM_003805297
XM_017000925,XM_019023728,XM_003805298
XM_017001876,XM_019023971,XM_008969592
NM_006536,XM_004026077,XM_003805300
NM_001285,XM_004026078,XM_003805301
NM_012128,XM_004026080,XM_003805302
XM_006710672,XM_019024986,XM_008969647
NM_004261,XM_019025241,XM_014345904
NM_012262,XM_019025366,XM_008969691
XM_005271291,XM_004026088,XM_008969728
NM_006256,XM_019026183,XM_003808385
NM_001514,XM_004026092,XM_003808388
NM_001349448,XM_004026094,XM_014346132
NM_019610,XM_004026096,
NM_018284,XM_004026097,XM_008960475
NM_002053,XM_019026669,XM_003808391
NM_004120,XM_019026761,XM_003808393
NM_207398,XM_019027091,XM_008960477
NM_052941,XM_019027006,XM_008960478
NM_052942,XM_004026101,XM_024928888
XM_011540835,XM_004026102,XM_003808396
XM_017000884,XM_019028050,XM_014346061
XM_006710960,XM_004026106,XM_014346066
XM_017001602,XM_019028610,XM_024928375
NM_182976,XM_004026110,XM_003808403
NM_020063,,XM_003808404
XM_017002487,XM_019028752,XM_008960486
XM_011540852,XM_019038158,XM_003808406
XM_024450090,XM_019028906,XM_008960490
XM_006710867,XM_004026122,XM_003808413
NM_001242806,XM_019029586,XM_008960496
NM_173567,XM_004026125,XM_003808420
NM_001287737,XM_019036741,XM_008960498
NM_015237,XM_004026127,XM_008960499
XM_011541447,XM_004026130,XM_003808422
XM_017000137,XM_004026128,XM_008960502
NM_024813,XM_019030004,XM_003808425
XM_011541246,XM_004026135,XM_024930559
XM_017002269,XM_019030260,XM_008960505
NM_000969,XM_019030321,XM_008960506
NM_001006605,XM_019030402,XM_008960507
NM_007358,XM_004026143,XM_003808430
NM_016040,XM_004026146,XM_003808431
XM_017001154,XM_019030665,XM_014345946
NM_001938,XM_004026149,XM_003808433
NM_001164473,XM_019031263,XM_008960514
XM_017002480,XM_004026151,XM_024928387
NM_014597,XM_004026157,XM_003808436
XM_017001056,XM_019031700,XM_003808508
NM_000350,XM_004026159,XM_003808437
XM_011542439,XM_004026160,XM_003808439
XM_006710802,XM_019031939,XM_003808440
NM_001993,XM_004026161,XM_003808444
NM_001114106,XM_019032349,XM_008960525
NM_001839,XM_004026169,XM_003808448
NM_144988,XM_019032919,XM_003808451
NM_152487,XM_019033072,XM_014346144
NM_015485,XM_019033147,XM_003808453
XM_017001951,XM_019034018,XM_008960542
NM_000110,XM_004026180,XM_003808457
NM_015976,XM_019034308,XM_008960545
NM_001037317,XM_019020746,XM_008960546
NM_014839,XM_004026186,XM_003808459
NM_017734,XM_004026188,XM_003808461
XM_017001271,XM_019037188,XM_008960548
XM_005270557,XM_019034662,XM_008960551
NM_001271685,XM_019034554,XM_003808467
NM_033055,XM_004026189,XM_003808469
NM_194292,XM_019034798,XM_003808468
NM_019083,XM_019035211,XM_003808470
NM_001256385,XM_004026191,XM_003808471
NM_001918,XM_019035544,XM_003808475
NM_001130841,XM_019035626,XM_003808477
XM_005271294,XM_019035838,XM_008960562
NM_022049,XM_019034568,XM_003808512
NM_001078,XM_004026199,XM_008960564
XM_011540995,XM_019036378,XM_008960567
XM_017000400,XM_019036298,XM_008960569
XM_017001460,XM_019036778,XM_008960572
NM_001400,XM_004026216,XM_003808488
NM_001288821,XM_019037350,XM_008960577
XM_017000334,XM_004026220,XM_003808494
NM_017619,XM_004026221,XM_024925848
NM_020978,XM_019037780,XM_024926434
NM_000699,XM_019037830,XM_003818690
XM_017001058,XM_019034603,
NM_018137,XM_019038425,XM_003822230
XM_017000681,XM_019038947,XM_014346266
NM_006113,XM_019039034,XM_003822235
NM_013386,XM_019039334,XM_003822238
NM_001010883,XM_004026235,XM_003808326
XM_005270411,XM_019039516,XM_024930816
NM_018061,XM_004026238,XM_003808329
NM_001144937,XM_004026240,XM_003808330
NM_007269,XM_019039615,XM_008960458
NM_152763,XM_004026242,XM_003808331
XM_017001098,XM_019039944,XM_008960459
NM_001048210,XM_019009390,XM_008960426
XM_024454177,XM_019009632,XM_008960429
NM_005645,XM_019036555,XM_003808337
NM_001322248,XM_004026248,XM_024929932
XM_011540647,XM_019010198,XM_003808344
NM_020775,XM_019010261,XM_008960433
NM_001330669,XM_019010463,XM_008960434
NM_001408,XM_019010595,XM_008960436
XM_017002567,XM_019010747,XM_024925421
XM_017001174,XM_019011663,XM_003808340
NM_002959,XM_019011709,XM_008960455
NM_002790,XM_004026259,XM_003804902
XM_011541283,XM_004026261,XM_008964795
NM_001350174,XM_019012046,XM_024926684
XM_011541812,XM_019012629,XM_008964742
NM_031936,XM_019012741,XM_014346346
NM_006496,XM_004026271,XM_003804893
XM_011541264,XM_004026275,XM_003804892
NM_004037,XM_004026273,XM_008964712
XM_017001085,XM_004026280,XM_008964685
NM_000848,XM_019013024,XM_008964662
NM_000849,XM_004026281,XM_003810641
XM_011542132,XM_019013893,XM_014346808
NM_172212,XM_019014071,XM_014346831
NM_006621,XM_019014220,XM_008962981
NM_033088,XM_019014332,XM_003810647
NM_006492,XM_004026296,XM_003810709
NM_203412,XM_004026297,XM_003810649
XM_006710643,XM_019014470,XM_008962985
XM_024446790,XM_004026299,XM_014346824
NM_022768,XM_019014882,XM_008962990
XM_005271317,XM_004026304,XM_003810653
NM_006402,XM_019015284,XM_003810657
NM_032414,XM_004026308,XM_003810659
NM_005549,XM_004026311,XM_003810661
XM_017001213,XM_019015718,XM_008962995
NM_002232,XM_019015901,XM_008962996
NM_001040033,XM_004026319,XM_003810667
NM_018372,XM_004026315,XM_003810665
XM_011540708,XM_019016881,XM_024927942
XM_024450080,XM_019016703,XM_008963000
XM_006710921,XM_004026326,XM_003810668
XM_024452752,XM_004026328,XM_008963005
NM_201653,XM_004026331,XM_003810676
XM_005270472,XM_019017264,XM_003810677
NM_002557,XM_019017550,XM_008963015
NM_001317062,XM_004026342,XM_003810679
NM_001688,,XM_008963018
NM_174896,XM_004026343,XM_008963019
NM_000677,XM_019018105,XM_003810684
XM_017001961,XM_019018258,XM_008963024
NM_019099,,XM_003810688
NM_007204,XM_004026348,XM_003810687
XM_017001244,XM_019018796,XM_024926149
XM_017001806,XM_004026356,XM_008963031
NM_024494,XM_004026360,XM_003810691
NM_017744,XM_019019328,XM_008963036
XM_017002424,XM_019034755,XM_003810701
XM_024447132,XM_019019160,XM_014346676
NM_175744,XM_019020334,XM_008963058
NM_005167,XM_004026359,XM_008963060
XM_006710582,XM_004026369,XM_003810702
NM_003051,XM_019020601,XM_003810706
NM_014813,XM_019034761,
NM_001142782,XM_019020627,XM_003846208
NM_006608,XM_004026373,XM_024925987
NM_018364,XM_019020634,XM_003805662
NM_015967,XM_019020665,XM_003805655
NM_001010922,XM_004026378,XM_003805665
NM_006594,XM_019020646,XM_003805660
NM_022836,XM_004026377,XM_003805664
XM_024453908,XM_019020721,XM_014346618
NM_020190,XM_004026379,XM_003805652
XM_024453336,XM_019020741,XM_008973617
XM_005270936,XM_019034789,XM_024929407
NM_005872,XM_019034813,XM_003805648
NM_001256404,XM_019020752,XM_008973593
NM_000036,XM_004026388,XM_003805644
NM_002524,XM_004026392,XM_008973545
NM_001242891,XM_004026397,XM_003805640
NM_001102396,XM_004026400,XM_008973540
XM_017002184,XM_019034831,XM_008973531
XM_011542065,XM_004026401,XM_003805634
NM_005725,XM_004026404,XM_008973510
XM_011541518,XM_004026402,XM_003805631
NM_138959,XM_019034847,XM_003805630
NM_001232,XM_004026405,XM_003805628
XM_017001370,XM_004026407,XM_003805627
NM_018420,XM_004026409,XM_024926348
XM_011540626,XM_004026410,XM_003805626
NM_000701,XM_004026412,XM_008973418
XM_017002869,XM_004026414,XM_003805620
XM_006710593,XM_019034866,XM_008973767
NM_001328609,XM_004026417,XM_024930103
XM_017001874,XM_004026428,XM_003806281
XM_024451005,XM_019020835,XM_008951965
XM_017002551,XM_019020820,XM_008951983
NM_025188,XM_004026426,XM_003806286
XM_011542143,XM_004026434,XM_003806288
NM_006699,XM_004026429,XM_003806289
NM_017709,,XM_008952019
XM_011541622,XM_019034900,XM_008952037
NM_006784,XM_019020916,XM_008952033
NM_206996,XM_004026432,XM_008952050
XM_005271161,XM_004026437,XM_003806294
NM_015836,XM_004026438,XM_003806295
XM_024447484,XM_019020995,XM_003806297
NM_001166120,XM_019021023,XM_008952102
NM_001328615,,XM_008952224
XM_017002783,XM_019021112,XM_014346521
XM_011541226,XM_004026445,XM_003806303
NM_005518,XM_019021132,XM_008952148
NM_032044,XM_019021183,XM_003806307
NM_001047980,XM_019021191,XM_014346503
NM_021794,XM_004026451,XM_003806308
NM_024408,XM_019034953,XM_008952192
NM_004892,XM_019021259,
XM_006711492,,
XM_024447616,XM_004026498,XM_008951095
XM_011509104,XM_019039956,XM_008951087
NM_014455,XM_004026490,XM_003806202
NM_001303456,XM_004026492,XM_003806199
NM_001012758,XM_004026491,XM_003806203
NM_006099,XM_004026489,XM_003806201
NM_144698,XM_019021289,XM_008951042
XM_017002622,XM_004026476,XM_003806195
NM_003846,XM_004026480,XM_003806191
NM_005105,XM_004026482,XM_003806189
NM_153713,XM_004026484,XM_003806190
XM_005277431,XM_004026485,XM_003806186
NM_001039888,XM_019021413,XM_008950996
XM_017000085,XM_004026479,XM_008951138
XM_005272932,,XM_008950968
NM_001278141,XM_019009247,
NM_005399,XM_019021559,XM_024926182
NM_004284,XM_019021344,XM_008961382
XM_011509350,XM_019021395,XM_014346385
XM_005272971,XM_004026506,XM_008961379
NM_016361,XM_004026507,XM_003809191
XM_017001044,XM_019021514,XM_024926256
NM_005267,XM_004026509,XM_003809188
NM_016334,XM_019035097,
XM_006711642,XM_004026468,XM_008960340
NM_001351365,,XM_014346372
NM_003528,,
XM_006711348,XM_019021585,XM_008970503
NM_014849,XM_019021603,XM_003817323
NM_005850,XM_019021612,XM_003817322
NM_001145862,XM_004026556,XM_003817320
XM_011509785,XM_019021615,XM_014347201
NM_007259,XM_004026562,XM_003817318
NM_016274,XM_004026564,XM_014347242
XM_005245513,XM_004026566,XM_008970496
NM_012113,XM_004026571,XM_003817314
XM_024447455,XM_019021677,XM_008970482
XM_024449801,XM_019021684,XM_008970486
NM_144697,XM_019021699,XM_008970479
NM_031901,XM_019021708,XM_008970476
NM_004698,XM_019035137,XM_003817312
NM_015203,XM_019035150,XM_003817310
NM_025150,XM_019021722,XM_003817303
NM_001202858,XM_019021712,XM_003817305
XM_011509644,XM_019021742,XM_008970469
NM_021960,XM_004026584,XM_003817308
NM_207042,XM_019021774,XM_024931296
XM_006711428,XM_019021778,XM_003817295
NM_032132,XM_019021792,XM_003817290
NM_004079,XM_004026594,XM_003817293
NM_000396,XM_019021838,XM_008970462
NM_001668,XM_004026601,XM_003817287
XM_017002953,XM_019021884,XM_008970454
XM_011509451,XM_019021890,XM_008970450
NM_003568,XM_004026612,XM_008970446
XM_017001777,,XM_008970445
NM_021222,XM_019021997,XM_008970436
NM_138278,XM_019022016,XM_003817278
NM_017860,XM_019022035,XM_003817283
XM_017001847,XM_019022071,XM_008970434
NM_006818,XM_004026615,XM_003817285
XM_017000247,XM_019022075,XM_008970430
XM_017000077,XM_019022176,XM_024925383
NM_212551,XM_004026622,XM_008970427
NM_024575,XM_004026619,XM_008970425
NM_024041,XM_004026620,XM_003817271
XM_011509449,XM_019022191,XM_008970423
NM_001271087,XM_019022243,XM_003817270
XM_006711563,XM_019035165,XM_008970421
NM_001330692,XM_019022253,XM_008970418
XM_005245366,XM_019022283,XM_008970409
XM_011509634,XM_019022311,XM_008970410
XM_011509850,XM_019022430,XM_008970402
NM_001258289,XM_019022446,XM_003817256
NM_002796,XM_004026639,XM_003817252
XM_017000744,XM_019022485,XM_008970391
XM_005245365,XM_019022505,XM_003817247
NM_001301317,XM_019022513,XM_024925813
NM_001330723,XM_004026650,XM_003817243
NM_007185,XM_004026651,XM_003817239
NM_001144956,XM_004026657,XM_003817242
NM_031420,XM_004026662,XM_003817237
NM_016178,NM_001301419,NM_001301415
XM_017000127,XM_019022693,XM_014347327
NM_001004432,XM_004026666,XM_003817232
XM_006711484,XM_019022713,XM_003817229
XM_016999989,XM_019022736,
XM_011509421,XM_004026665,XM_003817230
NM_053055,XM_004026667,XM_003817225
NM_002966,XM_004026670,XM_003817224
NM_005620,XM_004026668,XM_003817222
NM_001008536,XM_004026674,XM_003817221
NM_007113,XM_019035185,XM_024930335
NM_001122965,XM_019035205,XM_003817337
NM_001009931,XM_019022772,
NM_002016,XM_019035221,XM_024930374
NM_016190,XM_004026675,XM_003817220
NM_178438,XM_004026684,
XM_011509656,XM_019038888,XM_003817219
XM_011509484,,XM_003817218
NM_032563,,XM_003817217
NM_178434,XM_004026688,XM_003817216
NM_178433,XM_004026689,XM_003817215
NM_178431,XM_004026690,XM_003817214
NM_178430,,XM_008970373
NM_178429,,XM_003817212
NM_014357,,XM_003817211
NM_178428,,XM_003817210
NM_178356,XM_019036823,XM_014347089
NM_001024679,XM_004026694,XM_003817209
XM_011509571,XM_004026695,XM_003817208
NM_178354,,XM_003817207
NM_178352,XM_019039902,
NM_178351,XM_019039559,XM_003817204
NM_178349,XM_019039289,XM_008970370
NM_178348,,XM_008970369
XM_017001327,XM_004026698,XM_003817203
NM_030663,XM_019036770,XM_003817202
NM_005547,XM_019023190,XM_024930661
XM_017000482,XM_019037882,XM_008970367
NM_005416,XM_019036634,XM_008970364
NM_003125,XM_019036644,XM_003817196
XM_017002175,,XM_008970363
NM_001024209,XM_004026712,XM_003817192
XM_017002176,XM_019036806,XM_008970361
XM_017002178,XM_019038285,XM_003817190
NM_001010857,XM_004026716,XM_003817189
NM_001195571,XM_004026717,XM_008970359
NM_000427,XM_004026718,
XM_011509118,XM_004026719,XM_003817188
XM_011509790,XM_004026720,XM_003817184
NM_002965,XM_004026722,XM_003817185
NM_005621,XM_004026725,XM_003817183
NM_001319196,XM_004026726,XM_003817177
NM_002963,XM_004026729,XM_003817174
XM_017002033,XM_019022841,XM_024929899
XM_017002029,XM_004026739,XM_024925332
NM_019554,XM_004026732,XM_024925281
NM_002960,XM_004026735,XM_024925283
NM_005978,XM_004026742,XM_008970352
NM_080388,XM_004026756,XM_003817164
XM_017001875,XM_004026749,XM_024928635
XM_017002036,XM_019022907,XM_008970349
NM_006271,XM_019022918,XM_003817159
NM_001206612,XM_004026746,XM_003817153
NM_012437,XM_019022928,XM_003817150
NM_004515,XM_019022926,XM_003817148
NM_000906,XM_019022930,XM_003817147
NM_023015,XM_019022935,XM_008970340
NM_024330,XM_019022941,XM_003817145
XM_024448621,XM_004026760,XM_008970336
XM_005245678,XM_019022962,XM_014346961
XM_005244946,XM_019022978,XM_008970330
NM_014437,XM_019022997,XM_008970325
XM_024453346,XM_019023008,XM_008970327
NM_006694,XM_004026786,XM_008970324
NM_002870,XM_004026808,XM_003817127
NM_001030,XM_004026806,XM_008970323
NM_207308,XM_019035259,XM_003817334
NM_152263,XM_004026772,XM_008970314
NM_001010979,XM_004026812,XM_003817122
NM_001098616,XM_004026779,XM_003817121
XM_005245658,XM_019023109,XM_008970291
NM_006118,XM_004026783,XM_003817118
XM_011510104,XM_004026813,XM_003817113
NM_020452,XM_004026815,XM_008970287
XM_017001199,XM_004026818,XM_003817110
XM_011509163,XM_004026817,XM_008970286
XM_011509153,XM_019023177,XM_024930445
NM_017582,XM_019023186,XM_024925528
NM_000748,XM_004026831,XM_003817109
XM_024449674,XM_004026828,XM_008970284
NM_001204087,XM_019023215,XM_008970283
NM_006556,XM_004026836,XM_003817094
NM_020524,XM_019023240,XM_003817087
NM_138300,XM_004026838,XM_008970282
XM_005245449,XM_019023251,XM_024926572
NM_001826,XM_004026839,XM_003817100
NM_025207,XM_019023315,XM_008970274
NM_018655,XM_004026847,XM_003817107
XM_017001399,XM_019023352,XM_008970262
NM_144622,XM_004026859,XM_003817084
NM_152494,XM_004026857,XM_008970255
NM_207197,XM_019023413,XM_003817074
NM_182689,XM_004026864,XM_003817096
